;title;doi;abstract;url;publish_time;respuesta;score
337;COVID-19: What have we learnt, and plan for the future.;10.5455/jpma.07;Coronavirus disease (COVID-19) has spread like wildfire and affected almost every stratum of society. It has brought humans together and taught us to have compassion and collaboration among individuals, governments and organisations. Adequate protection of healthcare workers who are at the frontline must be taken care of. Good hygiene and social distancing go a long way in controlling an epidemic. We must strive towards building more balanced and sustainable models and healthcare systems in the future as we try to successfully emerge from this outbreak.;"https://doi.org/10.5455/jpma.07; https://www.ncbi.nlm.nih.gov/pubmed/32515369/";1/5/2020;Coronavirus disease;0.9845
338;Dynamics of COVID-19 mathematical model with stochastic perturbation;10.1186/s13662-020-02909-1;Acknowledging many effects on humans, which are ignored in deterministic models for COVID-19, in this paper, we consider stochastic mathematical model for COVID-19. Firstly, the formulation of a stochastic susceptible–infected–recovered model is presented. Secondly, we devote with full strength our concentrated attention to sufficient conditions for extinction and persistence. Thirdly, we examine the threshold of the proposed stochastic COVID-19 model, when noise is small or large. Finally, we show the numerical simulations graphically using MATLAB.;"https://doi.org/10.1186/s13662-020-02909-1; https://www.ncbi.nlm.nih.gov/pubmed/32874186/";28/8/2020;stochastic mathematical model;0.9344
339;The impact of COVID‐19 in the diagnosis and treatment of obsessive‐compulsive disorder;10.1002/da.23037;"Obsessive‐compulsive disorder (OCD) is characterized by unwanted and distressing thoughts, images or urges (obsessions) and repetitive behaviors or mental acts that aim to decrease the resulting distress or according to rigid rules (compulsions) (APA, 2013). Different studies suggest OCD to affect up to 3.1 % of the general population and to be associated with substantial disability and decreased quality of life (Fontenelle, Mendlowicz, & Versiani, 2006; Ruscio, Stein, Chiu, & Kessler, 2010). This article is protected by  . All rights reserved.";"https://doi.org/10.1002/da.23037; https://www.ncbi.nlm.nih.gov/pubmed/32383802/";8/5/2020;Obsessive‐compulsive disorder;0.9843
340;Response to “Is the outcome of SARS‐CoV‐2 infection in solid organ transplant recipients really similar to that of the general population?”;10.1111/ajt.16414;We thank the authors Maria Mendoza et al. (1) for their comments related to our publication on the clinical characteristics and outcomes of COVID‐19 in solid organ transplant (SOT) recipients (2). Our study included a cohort of 47 consecutive SOT recipients with COVID‐19. As noted in our study the 12 patients with mild to moderate COVID‐19 that were treated as outpatients were excluded from the analysis to avoid potential selection bias. The study therefore compares 35 hospitalized SOT and 100 hospitalized non‐transplant patients with COVID‐19.;"https://www.ncbi.nlm.nih.gov/pubmed/33249750/; https://doi.org/10.1111/ajt.16414";28/11/2020;solid organ transplant;0.9402
341;[Airborne spreading for patients suffering severe coronavirus disease-2019 with different oxygen therapies].;10.3760/cma.j.cn112138-20200318-00254;根据COVID-19诊疗方案（试行第七版），目前新型冠状病毒的主要传播途径是呼吸道飞沫和密切接触。然而在相对封闭环境如重症监护病房中，长时间暴露于高浓度气溶胶环境中，亦存在经气溶胶传播的可能。就ICU而言，不同氧疗方式对新型冠状病毒传播的影响，主要基于不同氧疗方式对气溶胶或飞沫的产生以及扩散范围。本文比较了三种氧疗方式过程中，新型冠状病毒经空气传播的风险差异，以进一步减少院内感染发生。.;"https://doi.org/10.3760/cma.j.cn112138-20200318-00254; https://www.ncbi.nlm.nih.gov/pubmed/32312019/";20/4/2020;19;0.9564
342;Verrucous pemphigus or postpemphigus acanthomata?;10.1111/ced.14462;We read with interest the recent manuscript entitled 'Verrucous variant of pemphigus foliaceus' by Ohashi et al., recently published in Clinical and Experimental Dermatology (CED).1 The authors described a 53-year-old man who had erosive lesions on the trunk, which were initially treated with prednisolone and ciclosporin after a clinical diagnosis of pemphigus was made. However, the patient then developed keratotic papules and plaques on the chest and abdomen, which had histological and immunofluorescence features compatible with pemphigus foliaceus (PF).;"https://doi.org/10.1111/ced.14462; https://www.ncbi.nlm.nih.gov/pubmed/32986865/";28/9/2020;Clinical and Experimental Dermatology;0.9969
343;Children with trichotillomania in COVID‐19 outbreak;10.1111/jocd.14200;Skin and oral mucosal findings of viral infections are significant both in diagnosis and follow-up. There have been many reports of direct skin findings in COVID-19, a severe viral infection. The cutaneous findings of COVID-19 were classified as macular eruption, vesicular eruption, pernio-like lesions, urticaria, livedoid, and necrotic lesions.1 Also, Ertugrul and Aktas2 drew attention to one of the indirect skin signs related to COVID-19, stria rubra cases whose frequency increases significantly in the young population due to sedentary life and obesity.;"https://doi.org/10.1111/jocd.14200; https://www.ncbi.nlm.nih.gov/pubmed/33950551/";18/5/2021;a severe viral infection;0.9045
344;No Relevant Analogy Between COVID-19 and Acute Mountain Sickness.;10.1089/ham.2020.0147;Clinicians and scientists have suggested therapies for coronavirus disease-19 (COVID-19) that are known to be effective for other medical conditions. A recent publication suggests that pathophysiological mechanisms underlying acute mountain sickness (a syndrome of nonspecific neurological symptoms typically experienced by nonacclimatized individuals at altitudes >2500 m) may overlap with the mechanisms causing COVID-19. In this short review, we briefly evaluate this mistaken analogy and demonstrate that this concept is not supported by scientific evidence.;"https://doi.org/10.1089/ham.2020.0147; https://www.ncbi.nlm.nih.gov/pubmed/32970479/";22/9/2020;coronavirus disease-19;0.9855
345;Closer to the Patient Means Better Decisions: Wearable Remote Monitoring of Patients with COVID‐19 Lung Disease;10.1111/cts.13085;Despite unprecedented achievements in vaccine development, COVID‐19 is likely to continue to be a threat to humans. While our knowledge of the lung pathology continues to accumulate, the functional impact remains poorly understood. Cohort studies with longitudinal clinic and home‐based monitoring of patients are needed. The most informative respiratory system assessments include: pulmonary function testing, oxygen saturation, and exercise challenge tests. The derived data will inform intervention trials and treatment guidelines for health care providers.;"https://www.ncbi.nlm.nih.gov/pubmed/34080295/; https://doi.org/10.1111/cts.13085";3/6/2021;19;0.9274
346;Sustainable Pharmacy Education in the Time of COVID-19.;10.5688/ajpe8088;Pharmacy schools and colleges worldwide are facing unprecedented challenges to ensuring sustainable education during the novel coronavirus (COVID-19) pandemic. The experiences of pharmacy educators in the Asia-Pacific region in delivering emergency remote teaching, ensuring purposeful experiential placements, supporting displaced or isolated students, and communicating with faculty members, staff members, and students are discussed. The role of this pandemic in accelerating opportunities for new models of pharmacy education across the world is also discussed.;"https://doi.org/10.5688/ajpe8088; https://www.ncbi.nlm.nih.gov/pubmed/32665717/";1/6/2020;coronavirus;0.959
347;COVID-19 and Cancer: A Clear Change Not Only in Daily Clinical Practice But Also in Clinical Research Management.;10.1002/jmv.26680;"the outbreak of the severe acute respiratory syndrome corona virus 2 (SARS-CoV-2) pandemic has literally engulfed the health systems of many countries around the world. Particular attention was paid to the possible relationship between cancer and coronavirus disease-19 (COVID-19) and to the fact that cancer patients are more susceptible to SARS-CoV-2 infection than the general population1-4 ; however this increase ranged from 0.4%1 to 2%3 in cancer patients, again compared to the general population. This article is protected by  . All rights reserved.";"https://doi.org/10.1002/jmv.26680; https://www.ncbi.nlm.nih.gov/pubmed/33215735/";20/11/2020;coronavirus disease-19;0.913
348;Ambulance helicopters for every emergency.;10.1111/aas.13676;Physician-staffed Helicopter Emergency Medical Services (HEMS) have been introduced in many countries during the last decade, based on the belief that speed of transportation and/or advanced care on scene and during transportation will benefit the most sick or severely injured patients. A recent systematic review could, however, not establish any evidence that these services had an impact on patient outcomes1 . It seems obvious that a scarce and expensive resource needs strict dispatch criteria, but unfortunately evidence-based dispatch criteria do not exist.;"https://doi.org/10.1111/aas.13676; https://www.ncbi.nlm.nih.gov/pubmed/32691406/";20/7/2020;Helicopter Emergency Medical Services;0.9819
349;Adjustment and coronavirus: How to prepare for COVID-19 pandemic-related adjustment disorder worldwide?;10.1037/tra0000706;As the 2019 novel coronavirus (COVID-19) is spreading worldwide in 2020, there is a growing concern about the impact of the pandemic on mental health. Multiple stressors associated with the pandemic, such as health-related stressors, job loss, and work-related stressors, could increase the prevalence of adjustment disorders worldwide. The present article acknowledges adjustment disorder as a highly relevant mental health outcome of the pandemic that should be addressed by mental health professionals. (PsycInfo Database Record (c) 2020 APA, all rights reserved).;"https://doi.org/10.1037/tra0000706; https://www.ncbi.nlm.nih.gov/pubmed/32551753/";18/6/2020;coronavirus;0.9665
